No,Project_name,Municipality,Sector,Currency,Budget,YearStart,YearEnd,Funding_Donor,Implementing_Partner,Status,SDG_Alignment,NSDP_Alignment,duration_years,project_status,budget_clean,unit_of_analysis,activity_group,beneficiary_data_available,budget_normalized,derived_status,level_areas
684,Integrating Gender and Social Inclusion Dimensions in Climate Change Interventions in Southeast Asia,Timor-Leste,Energy,USD,1350000.0,2023,2025.0,ADB,,Ongoing - Active,2. Energy Access & Affordability,4. Institutional Framework,,,13500000.0,Activity record,,False,True,True,National
294,Municipal Finance Service,Aileu,Finance,USD,1159098.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,11590980.0,Activity record,,False,True,True,Municipality
432,Municipal Finance Service,Ermera,Finance,USD,379782.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,3797820.0,Activity record,,False,True,True,Municipality
45,Supporting Innovative and Sustainable Financing,Timor-Leste,Finance,USD,1020000.0,2023,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,10200000.0,Activity record,,False,True,True,National
668,Technical Assistance for the Project Preparation and Implementation (PPI) Programme for Timor-Leste,Timor-Leste,Finance,USD,6046500.3,2023,2024.0,EU/EIB,,Completed,5. Job & Social Protection,3. Economic Development,,,60465003.0,Activity record,,False,True,True,National
675,Accelerating Climate Transition Through Green Finance in Southeast Asia,Timor-Leste,Finance,USD,15000000.0,2024,2025.0,ADB,,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,150000000.0,Activity record,,False,True,True,National
162,Constrution Supervision of Fishing Port Metinaro,Dili,Fisheries,USD,50000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,500000.0,Activity record,,False,True,True,Municipality
163,"Fisheries, Aquaculture and Aquatic Resources Management",Dili,Fisheries,USD,150000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,1500000.0,Activity record,,False,True,True,Municipality
141,MF3-03 Enhancing Climate Resilience of Coastal Communities in Timor-Leste,Timor-Leste,Fisheries,USD,621000.0,2023,2026.0,MFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,6210000.0,Activity record,,False,True,True,National
324,Social Inclusion - Providing Public Funeral Services; Provision of food and non food support for most vulnerable; Women),Aileu,Gender Equality/Equality and Inclusion,USD,108914.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1089140.0,Activity record,,False,True,True,Municipality
346,Social Inclusion - Providing Public Funeral Services; Provision of food and non food support for most vulnerable; Women),Ainaro,Gender Equality/Equality and Inclusion,USD,96584.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,965840.0,Activity record,,False,True,True,Municipality
367,Social Inclusion - Public Funeral Services; Fiscality of Social Enterprises; Care for victims of domestic violence; Women; Public awareness campaigns,Baucau,Gender Equality/Equality and Inclusion,USD,118417.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1184170.0,Activity record,,False,True,True,Municipality
391,Social Inclusion - Public funeral service; Monitoring the activities of existing solidarity institutions; Care for victims of domestic violence; Women,Bobonaro,Gender Equality/Equality and Inclusion,USD,86407.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,864070.0,Activity record,,False,True,True,Municipality
407,Social Inclusion - Support for people with special educational and motor needs; Public awareness campaigns for the eradication of domestic violence		,Covalima,Gender Equality/Equality and Inclusion,USD,23252.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,232520.0,Activity record,,False,True,True,Municipality
410,Social Inclusion - Public funeral service; Monitoring the activities of existing solidarity institutions; Care for victims of domestic violence; Women,Covalima,Gender Equality/Equality and Inclusion,USD,109904.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1099040.0,Activity record,,False,True,True,Municipality
427,Social Inclusion - Providing public funeral services; Provision of food and non food support for most vulnerable; Domestic Violence	,Dili,Gender Equality/Equality and Inclusion,USD,172685.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1726850.0,Activity record,,False,True,True,Municipality
447,Social Inclusion - Providing public funeral services; Fiscality and Monitoring the activities of existing solidarity institutions,Ermera,Gender Equality/Equality and Inclusion,USD,86032.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,860320.0,Activity record,,False,True,True,Municipality
467,Social Inclusion - Public funeral service; Effective information and public awareness campaigns for the eradication of domestic violence,Lautem,Gender Equality/Equality and Inclusion,USD,89320.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,893200.0,Activity record,,False,True,True,Municipality
484,Social Inclusion - Public funeral service; Monitoring the activities of existing solidarity institutions; Food and non food support to the most vulnerable	,Liquica,Gender Equality/Equality and Inclusion,USD,102741.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1027410.0,Activity record,,False,True,True,Municipality
501,Social Inclusion - Public funeral service; Provision of food and non food support to tmost vulnerable; Effective public awareness campaigns- domestic violence,Manatuto,Gender Equality/Equality and Inclusion,USD,91350.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,913500.0,Activity record,,False,True,True,Municipality
518,Social Inclusion - Providing public funeral services; Effective information and public awareness campaigns for the eradication of domestic violence	,Manufahi,Gender Equality/Equality and Inclusion,USD,81789.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,817890.0,Activity record,,False,True,True,Municipality
568,Social Inclusion - National campaign International Children Day June 1; Promote gender equality at the community level,Oecusse,Gender Equality/Equality and Inclusion,USD,314965.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,3149650.0,Activity record,,False,True,True,Municipality
269,Towards inclusive and assured futures: Unlocking the full potential of Timorese people in all their diversity,Timor-Leste,Gender Equality/Equality and Inclusion,USD,721000.0,2023,2025.0,EU,"Plan International, AHDMTL, Arcoiris TL",Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,7210000.0,Activity record,,False,True,True,National
544,Social Inclusion - Public funeral service; Monitoring the activities of existing solidarity institutions; Providing public funeral services,Viqueque,Gender Equality/Equality and Inclusion,USD,107503.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,1075030.0,Activity record,,False,True,True,Municipality
118,Nabilan: Ending Violence Against Women in Timor-Leste,Timor-Leste,Gender-based violence,USD,14247000.0,2023,2026.0,DFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,142470000.0,Activity record,,False,True,True,National
281,Strengthening National Capacities of Health Sector in Timor-Leste,Timor-Leste,Gender-based violence,USD,419961.0,2023,2023.0,"UNFPA, Zonta",UNFPA,Completed,1. Transformation Food Systems,3. Economic Development,,,4199610.0,Activity record,,False,True,True,National
282,Together For Equality: Preventing and Responding to Gender-Based Violence in Timor-Leste,Timor-Leste,Gender-based violence,USD,1325343.0,2023,2024.0,KOICA,UNFPA,Completed,1. Transformation Food Systems,3. Economic Development,,,13253430.0,Activity record,,False,True,True,National
283,Spotlight Initiative: Eliminating Violence Against Women and Girls.,Timor-Leste,Gender-based violence,USD,2589984.0,2023,2023.0,"EU, UNFPA",UNFPA,Completed,5. Job & Social Protection,1. Social Capital,,,25899840.0,Activity record,,False,True,True,National
690,"Gender Based Violence in School-UN Women (Oequsi, Suai and Baucau)",Timor-Leste,Gender-based violence,USD,531000.0,2023,2025.0,UN Women,PLAN International,Completed,5. Job & Social Protection,1. Social Capital,,,5310000.0,Activity record,,False,True,True,National
116,ASEAN and WTO accession,Timor-Leste,Governance,USD,8197000.0,2023,2029.0,DFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,81970000.0,Activity record,,False,True,True,National
151,PASK (Community Security Support Programme / Programa Apoiu Seguransa Komunidade),Timor-Leste,Governance,USD,4880000.0,2023,2025.0,MFAT,Not identified,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,48800000.0,Activity record,,False,True,True,National
674,Project to Strengthen Integral Local Development by Building the Capacity of the Municipal Authorities,Timor-Leste,Governance,USD,3786485.07,2023,2024.0,EU,UNDP,Completed,5. Job & Social Protection,4. Institutional Framework,,,378648507.0,Activity record,,False,True,True,National
304,Distric Administration (Posto Administrativo) Services,Aileu,Governance/Decentralization,USD,29600.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,296000.0,Activity record,,False,True,True,Municipality
345,Administrative Decentralization and Local Authority,Ainaro,Governance/Decentralization,USD,30067.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,300670.0,Activity record,,False,True,True,Municipality
355,Administrative Decentralization,Baucau,Governance/Decentralization,USD,56000.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,560000.0,Activity record,,False,True,True,Municipality
390,Administrative Decentralization and Local Authority,Bobonaro,Governance/Decentralization,USD,109039.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1090390.0,Activity record,,False,True,True,Municipality
409,Administrative Decentralization and Local Authority,Covalima,Governance/Decentralization,USD,462786.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,4627860.0,Activity record,,False,True,True,Municipality
414,Administrative Decentralization,Dili,Governance/Decentralization,USD,72585.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,725850.0,Activity record,,False,True,True,Municipality
490,"Administrative Decentralization - Barique, Laleia, Laclo, Laclubar, Manatuto, Soibada",Manatuto,Governance/Decentralization,USD,36000.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,360000.0,Activity record,,False,True,True,Municipality
507,"Administrative Decentralization - Same, Alas, Fatuberlio, Turiscaio",Manufahi,Governance/Decentralization,USD,9500.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,95000.0,Activity record,,False,True,True,Municipality
558,"Administrative Development - Subsidies for Community Leaders; Establishing New Sub villages, Villages; Transforming four subregion into two municipalities",Oecusse,Governance/Decentralization,USD,649395.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,6493950.0,Activity record,,False,True,True,Municipality
265,PFM Technical Assistance,Timor-Leste,Governance/Decentralization,USD,3408000.0,2025,2027.0,EU,Not identified,Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,,,34080000.0,Activity record,,False,True,True,National
525,Development of Tentative Listing under the World Heritage Convention,Timor-Leste,Governance/Decentralization,USD,20000.0,2024,2024.0,UNESCO,UNESCO,Completed,5. Job & Social Protection,2. Infrastructure Development,,,200000.0,Activity record,,False,True,True,National
526,Support Government in stakeholder consultation for 2005 Convention QPR,Timor-Leste,Governance/Decentralization,USD,51000.0,2024,2024.0,SIDA,UNESCO,Completed,5. Job & Social Protection,2. Infrastructure Development,,,510000.0,Activity record,,False,True,True,National
533,"Administrative Development - Lacluta, Uatulari, Ossu, Uatu Carbau, Viqueque",Viqueque,Governance/Decentralization,USD,51910.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,519100.0,Activity record,,False,True,True,Municipality
312,Municipal Service of Administration and Human Resources,Aileu,Government/CSO,USD,22000.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,220000.0,Activity record,,False,True,True,Municipality
528,Empowering Ocean Science and Biodiversity Research through enhanced collaboration among Lusophone SIDS,Timor-Leste,Government/CSO,USD,16500.0,2024,2025.0,UNESCO-SIDS,UNESCO,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,165000.0,Activity record,,False,True,True,National
